 400 	      50
 67.3018 	  70.6190
 24.0805 	  98.1130
 80.7774 	   2.0646
 97.2619 	  59.5304
 13.6335 	  38.6633
 94.6389 	  93.3601
 25.8637 	  26.0041
 23.5830 	  56.3671
 97.2101 	  36.2641
 28.6061 	  71.7578
 94.2089 	  73.0651
 69.9047 	  28.9615
 87.7663 	  37.4597
 45.2257 	  28.5637
  5.2191 	  33.9246
 40.6716 	  21.7810
 60.0978 	  72.8606
 32.7022 	  51.4212
 35.0858 	  87.7183
 53.0891 	  24.6141
 83.8274 	  63.6296
 85.4922 	  74.3023
  4.0514 	   1.7899
 58.4130 	   8.2342
  6.1561 	  63.2727
 53.7468 	   4.5411
 48.6176 	   4.6526
 70.6626 	  60.3861
 15.3874 	  98.0239
 47.3090 	  66.3653
 27.6576 	  65.1152
 98.9454 	  44.9433
 10.5575 	  71.5037
 93.4595 	  13.8860
 43.8336 	  20.7097
 98.7939 	  92.7908
 70.9417 	  67.3303
  3.5692 	   7.0100
 26.6194 	  24.0750
 28.2897 	  64.6354
 49.6921 	  68.7319
 76.9179 	  34.2823
 13.5921 	  85.3043
 20.2095 	  73.8686
  4.3007 	   9.7299
 28.9133 	  25.7286
 61.5171 	  48.2237
 34.5354 	  42.0665
 27.9597 	  96.9386
 43.8664 	   3.4866
 68.1658 	   0.0230
 83.1686 	  21.3799
 10.5996 	  87.5360
 25.0348 	  54.8742
 52.2808 	  52.3327
 62.8386 	  88.5722
 31.9388 	  59.9988
  5.4130 	   2.6310
 72.1081 	  38.2284
 30.5774 	  81.5767
  4.1872 	  83.2250
 78.4228 	  62.1042
 51.9755 	  70.1408
 90.5441 	  81.0517
 86.5567 	  70.1908
  8.9129 	  99.7513
 72.3111 	  20.6017
 86.9133 	  79.5079
 69.4324 	  52.4845
 59.5284 	  66.1302
 99.2262 	  33.8411
 34.1104 	  55.7796
  9.7379 	  74.9209
 34.1093 	  95.6622
 43.1159 	  86.8996
  5.9034 	  19.5590
 10.4012 	  87.4978
 78.5964 	  29.9590
 78.1130 	  48.1875
  1.6298 	  11.0451
 87.9909 	  91.9950
 61.2561 	  97.6410
 62.1174 	  37.7755
 30.7594 	  28.8572
 42.3206 	  88.6295
 31.8263 	  78.7092
 75.4044 	  17.5245
 45.4115 	  54.3969
 67.7535 	  95.8595
 51.6271 	  64.6124
  9.5110 	  22.0223
 29.4905 	  52.3428
